Tour.Code,Tour.Description,Year,Tourn..,Player..,Course..,Permanent.Tournament..,Player.First.Name,Player.Last.Name,Round,Tournament.Name,Course.Name,Hole,Hole.Score,Par.Value,Yardage,Shot,Shot.Type.S.P.D.,X..of.Strokes,From.Location.Scorer.,From.Location.Enhanced.,To.Location.Scorer.,To.Location.Enhanced.,Distance,Distance.to.Pin,In.the.Hole.Flag,Around.the.Green.Flag,X1st.Putt.Flag,Distance.to.Hole.after.the.Shot,Time,Lie,Elevation,Slope,Z.Coordinate,Distance.from.Center,Distance.from.Edge,Date,Left.Right,Strokes.Gained.Baseline,Strokes.Gained.Category,Recovery.Shot,x,y,Player.Name,bad_hole
R,PGA TOUR,2017,400,12782,819,518,Tim,Herron,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,1344,1334,N,N,N,62,1412,Good,With,Level,735.691,23,576,07/20/2017,L,0.302,Around the Green,No,7178.112,10645.737,"Herron, Tim",0
R,PGA TOUR,2017,400,12782,819,518,Tim,Herron,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,47,62,N,N,Y,16,1418,Good,With,Level,735.694,4,623,07/20/2017,L,-0.74,Putting,No,7174.217,10646.098,"Herron, Tim",0
R,PGA TOUR,2017,400,12782,819,518,Tim,Herron,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,16,16,Y,N,N,0,1418,Good,With,Level,0,0,0,07/20/2017,,0.003,Putting,No,0,0,"Herron, Tim",0
R,PGA TOUR,2017,400,19803,819,518,Ryan,Armour,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,9924,19116,N,N,N,9150,1449,Good,With,Level,692.351,230,274,07/20/2017,R,0.06,Off the Tee,No,6481.606,10326.475,"Armour, Ryan",0
R,PGA TOUR,2017,400,19803,819,518,Ryan,Armour,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Fairway Bunker,Unmapped,6813,9150,N,N,N,2502,1454,Good,Below Ball,Downhill,723.061,1130,583,07/20/2017,R,-0.62,Approach the Green,No,7019.841,10504.501,"Armour, Ryan",0
R,PGA TOUR,2017,400,19803,819,518,Ryan,Armour,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway Bunker,Unmapped,Green,Unmapped,1607,2502,N,N,N,951,1458,Good,With,Level,732.106,615,126,07/20/2017,R,-0.162,Approach the Green,No,7131.156,10578.438,"Armour, Ryan",0
R,PGA TOUR,2017,400,19803,819,518,Ryan,Armour,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,987,951,N,N,Y,50,1501,Good,With,Level,735.693,9,591,07/20/2017,L,0.153,Putting,No,7177.011,10646.616,"Armour, Ryan",0
R,PGA TOUR,2017,400,19803,819,518,Ryan,Armour,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,50,50,Y,N,N,0,1504,Good,With,Level,0,0,0,07/20/2017,,0.152,Putting,No,0,0,"Armour, Ryan",0
R,PGA TOUR,2017,400,19824,819,518,Craig,Barlow,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway Bunker,Unmapped,9917,19116,N,N,N,9707,1134,Good,With,Level,698.941,595,400,07/20/2017,L,-0.269,Off the Tee,No,6413.97,10367.6,"Barlow, Craig",0
R,PGA TOUR,2017,400,19824,819,518,Craig,Barlow,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway Bunker,Unmapped,Fairway,Left Fairway,6255,9707,N,N,N,3452,1139,Good,With,Level,718.949,45,471,07/20/2017,L,0.086,Approach the Green,No,6902.587,10548.04,"Barlow, Craig",0
R,PGA TOUR,2017,400,19824,819,518,Craig,Barlow,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,3318,3452,N,N,N,201,1147,Good,With,Level,735.451,151,581,07/20/2017,L,-0.057,Approach the Green,No,7166.02,10630.473,"Barlow, Craig",0
R,PGA TOUR,2017,400,19824,819,518,Craig,Barlow,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,215,201,N,N,Y,11,1149,Good,With,Level,735.732,7,634,07/20/2017,L,-0.178,Putting,No,7173.419,10646.819,"Barlow, Craig",0
R,PGA TOUR,2017,400,19824,819,518,Craig,Barlow,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,11,11,Y,N,N,0,1149,Good,With,Level,0,0,0,07/20/2017,,0.001,Putting,No,0,0,"Barlow, Craig",0
R,PGA TOUR,2017,400,19846,819,518,Brian,Gay,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,10133,19116,N,N,N,8752,1348,Good,With,Level,690.919,523,78,07/20/2017,R,-0.069,Off the Tee,No,6522.357,10318.628,"Gay, Brian",0
R,PGA TOUR,2017,400,19846,819,518,Brian,Gay,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Right Rough,Fairway,Right Fairway,7145,8752,N,Y,N,1646,1357,N/A,With,Level,727.028,747,284,07/20/2017,,0.024,Approach the Green,No,7064.619,10561.793,"Gay, Brian",0
R,PGA TOUR,2017,400,19846,819,518,Brian,Gay,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,1761,1646,N,N,N,138,1402,Good,With,Level,735.961,117,646,07/20/2017,L,-0.057,Around the Green,No,7175.695,10657.262,"Gay, Brian",0
R,PGA TOUR,2017,400,19846,819,518,Brian,Gay,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,179,138,N,N,Y,40,1405,Good,With,Level,735.589,41,626,07/20/2017,L,-0.389,Putting,No,7173.332,10642.563,"Gay, Brian",0
R,PGA TOUR,2017,400,19846,819,518,Brian,Gay,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,40,40,Y,N,N,0,1406,Good,With,Level,0,0,0,07/20/2017,,0.074,Putting,No,0,0,"Gay, Brian",0
R,PGA TOUR,2017,400,20070,819,518,Matt,Bettencourt,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10366,19116,N,N,N,8730,1052,Good,With,Level,691.471,79,360,07/20/2017,R,0.12,Off the Tee,No,6508.14,10352.965,"Bettencourt, Matt",0
R,PGA TOUR,2017,400,20070,819,518,Matt,Bettencourt,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Green Side Bunker,Front Left Green Side Bunker,7746,8730,N,Y,N,985,1059,Good,With,Level,730.951,62,262,07/20/2017,,-0.128,Approach the Green,No,7096.485,10615.582,"Bettencourt, Matt",0
R,PGA TOUR,2017,400,20070,819,518,Matt,Bettencourt,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green Side Bunker,Front Left Green Side Bunker,Green,Unmapped,1133,985,N,N,N,152,1104,Good,With,Level,735.971,43,491,07/20/2017,L,-0.13,Around the Green,No,7185.587,10646.402,"Bettencourt, Matt",0
R,PGA TOUR,2017,400,20070,819,518,Matt,Bettencourt,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,152,152,Y,N,Y,0,1108,Good,With,Level,0,0,0,07/20/2017,,0.721,Putting,No,0,0,"Bettencourt, Matt",0
R,PGA TOUR,2017,400,20098,819,518,Stuart,Appleby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Left Fairway,10824,19116,N,N,N,8327,1551,Good,With,Level,691.873,119,389,07/20/2017,L,0.195,Off the Tee,No,6531.942,10382.906,"Appleby, Stuart",0
R,PGA TOUR,2017,400,20098,819,518,Stuart,Appleby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Left Fairway,Fairway,Left Fairway,7437,8327,N,Y,N,968,1743,Good,With,Level,732.497,424,52,07/20/2017,,-0.075,Approach the Green,No,7114.68,10589.863,"Appleby, Stuart",0
R,PGA TOUR,2017,400,20098,819,518,Stuart,Appleby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,980,968,N,N,N,36,1748,Good,With,Level,735.624,29,604,07/20/2017,L,0.418,Around the Green,No,7175.415,10644.314,"Appleby, Stuart",0
R,PGA TOUR,2017,400,20098,819,518,Stuart,Appleby,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,36,36,Y,N,Y,0,1751,Good,With,Level,0,0,0,07/20/2017,,0.045,Putting,No,0,0,"Appleby, Stuart",0
R,PGA TOUR,2017,400,20104,819,518,Ken,Duke,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10876,19116,N,N,N,8222,1817,Good,With,Level,691.905,46,461,07/20/2017,R,0.214,Off the Tee,No,6542.278,10380.866,"Duke, Ken",0
R,PGA TOUR,2017,400,20104,819,518,Ken,Duke,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Primary Rough,Left Rough,8526,8222,N,Y,N,650,1823,Good,With,Level,734.178,609,977,07/20/2017,,-0.142,Approach the Green,No,7175.529,10700.213,"Duke, Ken",0
R,PGA TOUR,2017,400,20104,819,518,Ken,Duke,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Primary Rough,Left Rough,Fringe,Unmapped,439,650,N,Y,N,277,1829,N/A,With,Level,736.404,170,590,07/20/2017,,-0.529,Around the Green,No,7185.802,10665.192,"Duke, Ken",0
R,PGA TOUR,2017,400,20104,819,518,Ken,Duke,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Fringe,Unmapped,Green,Unmapped,348,277,N,N,N,68,1831,N/A,With,Level,735.525,54,655,07/20/2017,L,-0.275,Around the Green,No,7170.654,10640.483,"Duke, Ken",0
R,PGA TOUR,2017,400,20104,819,518,Ken,Duke,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,68,68,Y,N,Y,0,1834,Good,With,Level,0,0,0,07/20/2017,,0.315,Putting,No,0,0,"Duke, Ken",0
R,PGA TOUR,2017,400,20157,819,518,Retief,Goosen,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,11176,19116,N,N,N,8319,1805,Good,With,Level,696.304,711,186,07/20/2017,L,0.01,Off the Tee,No,6515.122,10429.475,"Goosen, Retief",0
R,PGA TOUR,2017,400,20157,819,518,Retief,Goosen,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Left Rough,Green,Unmapped,7805,8319,N,N,N,985,1812,N/A,Below Ball,Level,732.212,814,136,07/20/2017,R,0.253,Approach the Green,No,7149.774,10567.095,"Goosen, Retief",0
R,PGA TOUR,2017,400,20157,819,518,Retief,Goosen,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,988,985,N,N,Y,2,1817,Good,With,Level,735.706,1,635,07/20/2017,L,0.32,Putting,No,7173.101,10646.011,"Goosen, Retief",0
R,PGA TOUR,2017,400,20157,819,518,Retief,Goosen,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,2,2,Y,N,N,0,1818,Good,With,Level,0,0,0,07/20/2017,,0,Putting,No,0,0,"Goosen, Retief",0
R,PGA TOUR,2017,400,20160,819,518,Charlie,Wi,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,10407,19116,N,N,N,8241,1316,Good,With,Level,689.768,1020,600,07/20/2017,R,0.023,Off the Tee,No,6580.56,10300.964,"Wi, Charlie",0
R,PGA TOUR,2017,400,20160,819,518,Charlie,Wi,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Primary Rough,Right Rough,Fairway,Right Fairway,5370,8241,N,N,N,2944,1321,N/A,With,Level,720.878,100,520,07/20/2017,R,-0.172,Approach the Green,No,6942.434,10562.332,"Wi, Charlie",0
R,PGA TOUR,2017,400,20160,819,518,Charlie,Wi,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,2868,2944,N,N,N,227,1326,Good,With,Level,735.375,215,622,07/20/2017,L,-0.125,Approach the Green,No,7172.098,10626.874,"Wi, Charlie",0
R,PGA TOUR,2017,400,20160,819,518,Charlie,Wi,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,264,227,N,N,Y,32,1329,Good,With,Level,735.825,31,643,07/20/2017,L,-0.175,Putting,No,7173.082,10648.831,"Wi, Charlie",0
R,PGA TOUR,2017,400,20160,819,518,Charlie,Wi,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,32,32,Y,N,N,0,1332,Good,With,Level,0,0,0,07/20/2017,,0.032,Putting,No,0,0,"Wi, Charlie",0
R,PGA TOUR,2017,400,20433,819,518,Mark,Hensby,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,1,S,1,Tee Box,,Fairway Bunker,Unmapped,9797,19116,N,N,N,9825,801,Good,With,Level,698.1,561,420,07/20/2017,L,-0.278,Off the Tee,No,6406.1,10360.5,"Hensby, Mark",0
R,PGA TOUR,2017,400,20433,819,518,Mark,Hensby,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,2,S,1,Fairway Bunker,Unmapped,Fairway,Left Fairway,4790,9825,N,N,N,5054,805,Good,With,Level,709.266,369,298,07/20/2017,L,-0.025,Approach the Green,No,6770.785,10522.311,"Hensby, Mark",0
R,PGA TOUR,2017,400,20433,819,518,Mark,Hensby,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,5355,5054,N,N,N,476,810,Good,With,Level,736.086,388,289,07/20/2017,L,-0.168,Approach the Green,No,7204.829,10622.398,"Hensby, Mark",0
R,PGA TOUR,2017,400,20433,819,518,Mark,Hensby,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,4,S,1,Green,Unmapped,Green,Unmapped,440,476,N,N,Y,108,814,Good,With,Level,735.462,97,646,07/20/2017,L,-0.514,Putting,No,7171.178,10636.947,"Hensby, Mark",0
R,PGA TOUR,2017,400,20433,819,518,Mark,Hensby,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,5,S,1,Green,Unmapped,Green,Unmapped,113,108,N,N,N,1,815,Good,With,Level,735.724,3,642,07/20/2017,L,-0.432,Putting,No,7172.633,10646.252,"Hensby, Mark",0
R,PGA TOUR,2017,400,20433,819,518,Mark,Hensby,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,6,S,1,Green,Unmapped,,,1,1,Y,N,N,0,815,Good,With,Level,0,0,0,07/20/2017,,0,Putting,No,0,0,"Hensby, Mark",0
R,PGA TOUR,2017,400,20472,819,518,Alex,Cejka,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway Bunker,Unmapped,9912,19116,N,N,N,9664,1122,Good,With,Level,698.68,534,328,07/20/2017,L,-0.263,Off the Tee,No,6418.98,10364.3,"Cejka, Alex",0
R,PGA TOUR,2017,400,20472,819,518,Alex,Cejka,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway Bunker,Unmapped,Fairway,Right Fairway,6841,9664,N,N,N,2835,1128,Good,With,Level,721.111,351,256,07/20/2017,R,0.121,Approach the Green,No,6958.597,10546.882,"Cejka, Alex",0
R,PGA TOUR,2017,400,20472,819,518,Alex,Cejka,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,2839,2835,N,N,N,91,1132,Good,With,Level,735.556,92,589,07/20/2017,L,0.246,Approach the Green,No,7176.034,10638.991,"Cejka, Alex",0
R,PGA TOUR,2017,400,20472,819,518,Alex,Cejka,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,91,91,Y,N,Y,0,1137,Good,With,Level,0,0,0,07/20/2017,,0.479,Putting,No,0,0,"Cejka, Alex",0
R,PGA TOUR,2017,400,20771,819,518,Steven,Alker,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Right Rough,8589,19116,N,N,N,10107,1456,Good,With,Level,696.145,1347,500,07/20/2017,R,-0.212,Off the Tee,No,6453.25,10209.5,"Alker, Steven",0
R,PGA TOUR,2017,400,20771,819,518,Steven,Alker,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Right Rough,Fairway,Left Fairway,5582,10107,N,N,N,4743,1503,N/A,With,Level,711.608,211,185,07/20/2017,L,-0.066,Approach the Green,No,6798.34,10521.063,"Alker, Steven",0
R,PGA TOUR,2017,400,20771,819,518,Steven,Alker,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,4753,4743,N,N,N,28,1508,Good,With,Uphill,735.825,29,648,07/20/2017,L,0.841,Approach the Green,No,7172.555,10648.478,"Alker, Steven",0
R,PGA TOUR,2017,400,20771,819,518,Steven,Alker,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,28,28,Y,N,Y,0,1515,Good,With,Level,0,0,0,07/20/2017,,0.02,Putting,No,0,0,"Alker, Steven",0
R,PGA TOUR,2017,400,20848,819,518,Ángel,Cabrera,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,1,S,1,Tee Box,,Tree Outline,Unmapped,9141,19116,N,N,N,9305,1529,Good,With,Level,689.35,2123,1567,07/20/2017,R,-0.744,Off the Tee,No,6551.176,10184.439,"Cabrera, Ángel",0
R,PGA TOUR,2017,400,20848,819,518,Ángel,Cabrera,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,2,S,1,Other,Unmapped,Primary Rough,Right Rough,1657,9305,N,N,N,8047,1534,N/A,With,Level,691.014,897,481,07/20/2017,R,-0.826,Approach the Green,Yes,6589.92,10316.926,"Cabrera, Ángel",0
R,PGA TOUR,2017,400,20848,819,518,Ángel,Cabrera,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,3,S,1,Primary Rough,Right Rough,Fairway,Left Fairway,3521,8047,N,N,N,4634,1534,N/A,With,Level,712.694,34,343,07/20/2017,L,0.3,Approach the Green,Yes,6813.504,10505.648,"Cabrera, Ángel",0
R,PGA TOUR,2017,400,20848,819,518,Ángel,Cabrera,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,4,S,1,Fairway,Left Fairway,Green,Unmapped,4558,4634,N,N,N,78,1539,Good,With,Uphill,735.713,8,691,07/20/2017,L,0.459,Approach the Green,No,7166.269,10644.485,"Cabrera, Ángel",0
R,PGA TOUR,2017,400,20848,819,518,Ángel,Cabrera,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,5,S,1,Green,Unmapped,Green,Unmapped,94,78,N,N,Y,19,1544,Good,With,Level,735.653,17,621,07/20/2017,L,-0.611,Putting,No,7174.108,10644.937,"Cabrera, Ángel",0
R,PGA TOUR,2017,400,20848,819,518,Ángel,Cabrera,1,Barbasol Championship,RTJ Trail (Grand National),13,6,5,536,6,S,1,Green,Unmapped,,,19,19,Y,N,N,0,1544,Good,With,Level,0,0,0,07/20/2017,,0.005,Putting,No,0,0,"Cabrera, Ángel",0
R,PGA TOUR,2017,400,21407,819,518,Arjun,Atwal,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10486,19116,N,N,N,8620,1337,Good,With,Level,691.529,33,404,07/20/2017,R,0.145,Off the Tee,No,6514.861,10360.483,"Atwal, Arjun",0
R,PGA TOUR,2017,400,21407,819,518,Arjun,Atwal,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Primary Rough,Left Rough,7521,8620,N,Y,N,1111,1346,Good,With,Level,731.154,256,43,07/20/2017,,-0.241,Approach the Green,No,7093.633,10597.725,"Atwal, Arjun",0
R,PGA TOUR,2017,400,21407,819,518,Arjun,Atwal,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Primary Rough,Left Rough,Green,Unmapped,1141,1111,N,N,N,126,1350,N/A,With,Level,735.65,117,544,07/20/2017,L,0.031,Around the Green,No,7179.717,10637.949,"Atwal, Arjun",0
R,PGA TOUR,2017,400,21407,819,518,Arjun,Atwal,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,122,126,N,N,Y,5,1355,Good,With,Level,735.684,6,638,07/20/2017,L,-0.353,Putting,No,7172.791,10645.43,"Atwal, Arjun",0
R,PGA TOUR,2017,400,21407,819,518,Arjun,Atwal,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,5,5,Y,N,N,0,1355,Good,With,Level,0,0,0,07/20/2017,,0.001,Putting,No,0,0,"Atwal, Arjun",0
R,PGA TOUR,2017,400,21878,819,518,Mark,Wilson,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10394,19116,N,N,N,8683,1134,Good,With,Level,691.387,105,333,07/20/2017,R,0.133,Off the Tee,No,6512.562,10352.691,"Wilson, Mark",0
R,PGA TOUR,2017,400,21878,819,518,Mark,Wilson,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,8165,8683,N,N,N,972,1140,Good,With,Level,732.428,850,129,07/20/2017,R,0.135,Approach the Green,No,7157.278,10566.355,"Wilson, Mark",0
R,PGA TOUR,2017,400,21878,819,518,Mark,Wilson,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Green,Unmapped,Green,Unmapped,961,972,N,N,Y,11,1147,Good,With,Level,735.662,12,637,07/20/2017,L,0.314,Putting,No,7172.741,10644.903,"Wilson, Mark",0
R,PGA TOUR,2017,400,21878,819,518,Mark,Wilson,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,11,11,Y,N,N,0,1148,Good,With,Level,0,0,0,07/20/2017,,0.001,Putting,No,0,0,"Wilson, Mark",0
R,PGA TOUR,2017,400,21959,819,518,Ted,Purdy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10187,19116,N,N,N,9979,1522,Good,With,Level,701.427,1279,1109,07/20/2017,L,-0.198,Off the Tee,No,6375.113,10412.631,"Purdy, Ted",0
R,PGA TOUR,2017,400,21959,819,518,Ted,Purdy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Right Fairway,8039,9979,N,N,N,1976,1527,N/A,With,Level,725.572,409,151,07/20/2017,R,0.105,Approach the Green,No,7024.919,10573.793,"Purdy, Ted",0
R,PGA TOUR,2017,400,21959,819,518,Ted,Purdy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Right Fairway,Green,Unmapped,2008,1976,N,N,N,30,1532,Good,With,Level,735.756,15,623,07/20/2017,L,0.65,Approach the Green,No,7174.588,10647.916,"Purdy, Ted",0
R,PGA TOUR,2017,400,21959,819,518,Ted,Purdy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,30,30,Y,N,Y,0,1536,Good,With,Level,0,0,0,07/20/2017,,0.026,Putting,No,0,0,"Purdy, Ted",0
R,PGA TOUR,2017,400,22056,819,518,Cameron,Percy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,1,S,1,Tee Box,,Primary Rough,Left Rough,10837,19116,N,N,N,8824,824,Good,With,Level,696.823,852,402,07/20/2017,L,-0.082,Off the Tee,No,6473.276,10421.949,"Percy, Cameron",0
R,PGA TOUR,2017,400,22056,819,518,Cameron,Percy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,2,S,1,Primary Rough,Left Rough,Fairway,Left Fairway,7205,8824,N,N,N,1657,831,N/A,With,Level,729.616,142,49,07/20/2017,L,0.037,Approach the Green,No,7035.513,10630.068,"Percy, Cameron",0
R,PGA TOUR,2017,400,22056,819,518,Cameron,Percy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,3,S,1,Fairway,Left Fairway,Green,Unmapped,1660,1657,N,N,N,60,836,Good,With,Level,735.554,60,624,07/20/2017,L,0.383,Approach the Green,No,7173.292,10640.841,"Percy, Cameron",0
R,PGA TOUR,2017,400,22056,819,518,Cameron,Percy,1,Barbasol Championship,RTJ Trail (Grand National),13,4,5,536,4,S,1,Green,Unmapped,,,60,60,Y,N,Y,0,842,Good,With,Level,0,0,0,07/20/2017,,0.245,Putting,No,0,0,"Percy, Cameron",0
R,PGA TOUR,2017,400,22293,819,518,Heath,Slocum,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,1,S,1,Tee Box,,Fairway,Right Fairway,10566,19116,N,N,N,8477,1530,Good,With,Level,691.489,121,309,07/20/2017,R,0.17,Off the Tee,No,6528.591,10358.911,"Slocum, Heath",0
R,PGA TOUR,2017,400,22293,819,518,Heath,Slocum,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,2,S,1,Fairway,Right Fairway,Green,Unmapped,8789,8477,N,N,N,581,1537,Good,With,Level,735.959,469,260,07/20/2017,R,0.287,Approach the Green,No,7212.31,10617.77,"Slocum, Heath",0
R,PGA TOUR,2017,400,22293,819,518,Heath,Slocum,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,3,S,1,Green,Unmapped,Green,Unmapped,579,581,N,N,Y,59,1542,Good,With,Level,735.544,41,660,07/20/2017,L,-0.11,Putting,No,7170.348,10641.529,"Slocum, Heath",0
R,PGA TOUR,2017,400,22293,819,518,Heath,Slocum,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,4,S,1,Green,Unmapped,Green,Unmapped,79,59,N,N,N,38,1545,Good,With,Level,735.642,23,600,07/20/2017,L,-0.824,Putting,No,7175.949,10644.99,"Slocum, Heath",0
R,PGA TOUR,2017,400,22293,819,518,Heath,Slocum,1,Barbasol Championship,RTJ Trail (Grand National),13,5,5,536,5,S,1,Green,Unmapped,,,38,38,Y,N,N,0,1545,Good,With,Level,0,0,0,07/20/2017,,0.06,Putting,No,0,0,"Slocum, Heath",0
